Category,Organisms,Year,Source
aeq,Adlercreutzia equolifaciens,2013,RefSeq
apv,Atopobium parvulum,2009,RefSeq
ols,Olsenella uli,2010,RefSeq
cgo,Coriobacterium glomerans,2011,RefSeq
cbac,Coriobacteriaceae bacterium 68-1-3,2015,GenBank
abai,Actinobacteria bacterium IMCC26256,2015,GenBank
ctr,Chlamydia trachomatis D/UW-3/CX,1998,RefSeq
ctd,Chlamydia trachomatis D-EC,2012,RefSeq
ctf,Chlamydia trachomatis D-LC,2012,RefSeq
ctrd,Chlamydia trachomatis D/SotonD1,2013,RefSeq
ctro,Chlamydia trachomatis D/SotonD5,2013,RefSeq
ctrt,Chlamydia trachomatis D/SotonD6,2013,RefSeq
cta,Chlamydia trachomatis A/HAR-13,2005,RefSeq
cty,Chlamydia trachomatis A2497,2012,RefSeq
cra,Chlamydia trachomatis A2497,2012,RefSeq
ctrq,Chlamydia trachomatis A/363,2013,RefSeq
ctrx,Chlamydia trachomatis A/5291,2013,RefSeq
ctrz,Chlamydia trachomatis A/7249,2013,RefSeq
ctrp,Chlamydia trachomatis L1/1322/p2,2013,RefSeq
ctlj,Chlamydia trachomatis L1/115,2013,RefSeq
ctlx,Chlamydia trachomatis L1/224,2013,RefSeq
ctll,Chlamydia trachomatis L1/440/LN,2013,RefSeq
ctb,Chlamydia trachomatis L2/434/Bu,2008,RefSeq
ctrr,Chlamydia trachomatis L2/25667R,2013,RefSeq
ctlf,Chlamydia trachomatis L2/434/Bu(f),2013,RefSeq
ctli,Chlamydia trachomatis L2/434/Bu(i),2013,RefSeq
ctl,Chlamydia trachomatis L2b/UCH-1/proctitis,2008,RefSeq
ctru,Chlamydia trachomatis L2b/UCH-2,2013,RefSeq
ctrl,Chlamydia trachomatis L2b/LST,2013,RefSeq
ctrv,Chlamydia trachomatis L2b/CV204,2013,RefSeq
ctrm,Chlamydia trachomatis L2b/Ams1,2013,RefSeq
ctla,Chlamydia trachomatis L2b/Ams2,2013,RefSeq
ctlm,Chlamydia trachomatis L2b/Ams3,2013,RefSeq
ctls,Chlamydia trachomatis L2b/Ams4,2013,RefSeq
ctlz,Chlamydia trachomatis L2b/Ams5,2013,RefSeq
ctlc,Chlamydia trachomatis L2b/Canada1,2013,RefSeq
ctln,Chlamydia trachomatis L2b/Canada2,2013,RefSeq
ctlb,Chlamydia trachomatis L2b/795,2013,RefSeq
ctlq,Chlamydia trachomatis L2b/8200/07,2013,RefSeq
cto,Chlamydia trachomatis L2c,2011,RefSeq
ctrn,Chlamydia trachomatis L3/404/LN,2013,RefSeq
ctj,Chlamydia trachomatis B/Jali20/OT,2009,RefSeq
ctz,Chlamydia trachomatis B/TZ1A828/OT,2010,RefSeq
ctg,Chlamydia trachomatis E/11023,2012,RefSeq
ctk,Chlamydia trachomatis E/150,2012,RefSeq
csw,Chlamydia trachomatis Sweden2,2012,RefSeq
ces,Chlamydia trachomatis E/SW3,2012,RefSeq
ctrb,Chlamydia trachomatis E/Bour,2013,RefSeq
ctre,Chlamydia trachomatis E/SotonE4,2013,RefSeq
ctrs,Chlamydia trachomatis E/SotonE8,2013,RefSeq
ctec,Chlamydia trachomatis E/C599,2014,RefSeq
cfs,Chlamydia trachomatis F/SW4,2012,RefSeq
cfw,Chlamydia trachomatis F/SW5,2012,RefSeq
ctfw,Chlamydia trachomatis F/SWFPminus,2014,RefSeq
ctrf,Chlamydia trachomatis F/SotonF3,2013,RefSeq
ctch,Chlamydia trachomatis F/11-96,2013,RefSeq
ctn,Chlamydia trachomatis G/11074,2012,RefSeq
ctq,Chlamydia trachomatis G/11222,2012,RefSeq
ctv,Chlamydia trachomatis G/9301,2012,RefSeq
ctw,Chlamydia trachomatis G/9768,2012,RefSeq
ctrg,Chlamydia trachomatis G/SotonG1,2013,RefSeq
ctri,Chlamydia trachomatis IU824,2013,RefSeq
ctra,Chlamydia trachomatis IU888,2013,RefSeq
ctrh,Chlamydia trachomatis Ia/SotonIa1,2013,RefSeq
ctrj,Chlamydia trachomatis Ia/SotonIa3,2013,RefSeq
ctrk,Chlamydia trachomatis K/SotonK1,2013,RefSeq
ctjt,Chlamydia trachomatis J/6276tet1,2013,RefSeq
ctcf,Chlamydia trachomatis RC-F/69,2013,RefSeq
ctfs,Chlamydia trachomatis RC-F(s)/342,2013,RefSeq
cthf,Chlamydia trachomatis RC-F(s)/852,2013,RefSeq
ctcj,Chlamydia trachomatis RC-J/943,2013,RefSeq
cthj,Chlamydia trachomatis RC-J/953,2013,RefSeq
ctmj,Chlamydia trachomatis RC-J/966,2013,RefSeq
cttj,Chlamydia trachomatis RC-J/971,2013,RefSeq
ctjs,Chlamydia trachomatis RC-J(s)/122,2013,RefSeq
ctrc,Chlamydia trachomatis RC-L2/55,2013,RefSeq
ctrw,Chlamydia trachomatis RC-L2(s)/3,2013,RefSeq
ctry,Chlamydia trachomatis RC-L2(s)/46,2013,RefSeq
ctct,Chlamydia trachomatis C/TW-3,2013,RefSeq
cmu,Chlamydia muridarum Nigg,2000,RefSeq
cmur,Chlamydia muridarum Nigg CM972,2015,GenBank
cmn,Chlamydia muridarum Nigg 2 MCR,2014,GenBank
cmm,Chlamydia muridarum Nigg3 clone G0.1.1,2014,GenBank
cmg,Chlamydia muridarum Nigg3 clone G28.38.1,2014,GenBank
cmx,Chlamydia muridarum Nigg3,2014,GenBank
cmz,Chlamydia muridarum Nigg3 CMUT3-5,2015,GenBank
cpn,Chlamydia pneumoniae CWL029,1999,RefSeq
cpa,Chlamydia pneumoniae AR39,2000,RefSeq
cpj,Chlamydia pneumoniae J138,2000,RefSeq
cpt,Chlamydia pneumoniae TW183,2003,RefSeq
clp,Chlamydia pneumoniae LPCoLN,2012,RefSeq
cpm,Chlamydia pecorum E58,2011,RefSeq
cpec,Chlamydia pecorum P787,2013,RefSeq
cpeo,Chlamydia pecorum PV3056/3,2013,RefSeq
cper,Chlamydia pecorum W73,2013,RefSeq
chp,Chlamydia psittaci 6BC,2011,RefSeq
chb,Chlamydia psittaci 6BC,2012,RefSeq
chs,Chlamydia psittaci 01DC11,2012,RefSeq
chi,Chlamydia psittaci 02DC15,2012,RefSeq
cht,Chlamydia psittaci 08DC60,2012,RefSeq
chc,Chlamydia psittaci C19/98,2012,RefSeq
chr,Chlamydia psittaci RD1,2012,RefSeq
cpsc,Chlamydia psittaci CP3,2012,RefSeq
cpsn,Chlamydia psittaci NJ1,2012,RefSeq
cpsb,Chlamydia psittaci 84/55,2012,RefSeq
cpsg,Chlamydia psittaci GR9,2012,RefSeq
cpsm,Chlamydia psittaci M56,2012,RefSeq
cpsi,Chlamydia psittaci MN,2012,RefSeq
cpsv,Chlamydia psittaci VS225,2012,RefSeq
cpsw,Chlamydia psittaci WC,2012,RefSeq
cpst,Chlamydia psittaci WS/RT/E30,2012,RefSeq
cpsd,Chlamydia psittaci 01DC12,2012,RefSeq
cpsa,Chlamydia psittaci Mat116,2013,RefSeq
cav,Chlamydia avium,2014,GenBank
cca,Chlamydophila caviae,2003,RefSeq
cab,Chlamydophila abortus S26/3,2005,RefSeq
cabo,Chlamydophila abortus AB7,2015,GenBank
cfe,Chlamydophila felis,2006,RefSeq
pcu,Candidatus Protochlamydia amoebophila,2004,RefSeq
puv,Parachlamydia acanthamoebae,2011,RefSeq
wch,Waddlia chondrophila,2010,RefSeq
sng,Simkania negevensis,2011,RefSeq
ote,Opitutus terrae,2008,RefSeq
obt,Opitutaceae bacterium TAV5,2015,GenBank
caa,Coraliomargarita akajimensis,2010,RefSeq
amu,Akkermansia muciniphila,2008,RefSeq
min,Methylacidiphilum infernorum,2008,RefSeq
vba,Verrucomicrobia bacterium,2015,GenBank
bbu,Borrelia burgdorferi B31,1997,RefSeq
bbz,Borrelia burgdorferi ZS7,2008,RefSeq
bbn,Borrelia burgdorferi N40,2012,RefSeq
bbj,Borrelia burgdorferi JD1,2012,RefSeq
bbur,Borrelia burgdorferi CA382,2013,RefSeq
bga,Borrelia garinii PBi,2004,RefSeq
bgb,Borrelia garinii BgVir,2012,RefSeq
bgn,Borrelia garinii NMJW1,2012,RefSeq
bgs,Borrelia garinii SZ,2014,GenBank
baf,Borrelia afzelii (FLI),2006,RefSeq
bafz,Borrelia afzelii (Maryland),2012,RefSeq
bafh,Borrelia afzelii HLJ01,2012,RefSeq
baft,Borrelia afzelii Tom3107,2014,GenBank
bafe,Borrelia afzelii K78,2015,GenBank
bbs,Borrelia bissettii,2011,RefSeq
bvt,Borrelia valaisiana,2014,GenBank
bchi,Borrelia chilensis,2015,GenBank
btu,Borrelia turicatae,2008,RefSeq
bhr,Borrelia hermsii HS1,2008,RefSeq
bhi,Borrelia hermsii CC1,2015,GenBank
bdu,Borrelia duttonii,2008,RefSeq
bre,Borrelia recurrentis,2008,RefSeq
bcw,Borrelia crocidurae,2012,RefSeq
bmo,Borrelia miyamotoi LB-2001,2013,GenBank
bmiy,Borrelia miyamotoi CT14D4,2015,GenBank
bpak,Borrelia parkeri,2015,GenBank
tpa,Treponema pallidum subsp. pallidum Nichols,1998,RefSeq
tpw,Treponema pallidum subsp. pallidum Nichols,2013,RefSeq
tpp,Treponema pallidum subsp. pallidum SS14,2008,RefSeq
tpu,Treponema pallidum subsp. pallidum DAL-1,2012,RefSeq
tph,Treponema pallidum subsp. pallidum Chicago,2012,RefSeq
tpo,Treponema pallidum subsp. pallidum Mexico A,2012,RefSeq
tpas,Treponema pallidum subsp. pallidum Sea 81-4,2014,GenBank
tpc,Treponema pallidum subsp. pertenue CDC2,2012,RefSeq
tpg,Treponema pallidum subsp. pertenue Gauthier,2012,RefSeq
tpm,Treponema pallidum subsp. pertenue SamoaD,2012,RefSeq
tpb,Treponema pallidum Fribourg-Blanc,2013,RefSeq
tde,Treponema denticola,2004,RefSeq
tsu,Treponema succinifaciens,2011,RefSeq
tbe,Treponema brennaborense,2011,RefSeq
taz,Treponema azotonutricium,2011,RefSeq
tpi,Treponema primitia,2011,RefSeq
tpl,Treponema paraluiscuniculi,2011,RefSeq
tped,Treponema pedis,2013,RefSeq
scd,Treponema caldaria,2011,RefSeq
tpk,Treponema putidum,2014,GenBank
trm,Treponema sp. OMZ 838,2014,GenBank
ssm,Spirochaeta smaragdinae,2010,RefSeq
sta,Spirochaeta thermophila DSM 6192,2010,RefSeq
stq,Spirochaeta thermophila DSM 6578,2012,RefSeq
sfc,Spirochaeta africana,2012,RefSeq
sbu,Sphaerochaeta globosa,2011,RefSeq
scc,Sphaerochaeta coccoides,2011,RefSeq
sgp,Sphaerochaeta pleomorpha,2012,RefSeq
slr,Salinispira pacifica,2014,RefSeq
lil,Leptospira interrogans serovar Lai 56601,2002,RefSeq
lie,Leptospira interrogans serovar Lai IPAV,2012,RefSeq
lic,Leptospira interrogans serovar Copenhageni,2004,RefSeq
lis,Leptospira interrogans serovar Linhai,2015,GenBank
lbj,Leptospira borgpetersenii JB197,2006,RefSeq
lbl,Leptospira borgpetersenii L550,2006,RefSeq
lbi,Leptospira biflexa serovar Patoc Patoc 1 (Paris),2008,RefSeq
lbf,Leptospira biflexa serovar Patoc Patoc 1 (Ames),2008,RefSeq
lst,Leptospira santarosai,2015,GenBank
tpx,Turneriella parva,2012,RefSeq
bhy,Brachyspira hyodysenteriae,2009,RefSeq
brm,Brachyspira murdochii,2010,RefSeq
bpo,Brachyspira pilosicoli 95/1000,2010,RefSeq
bpj,Brachyspira pilosicoli B2904,2012,RefSeq
bpip,Brachyspira pilosicoli P43/6/78,2012,RefSeq
bpw,Brachyspira pilosicoli WesB,2013,RefSeq
bip,Brachyspira intermedia,2012,RefSeq
aba,Candidatus Koribacter versatilis,2006,RefSeq
aca,Acidobacterium capsulatum,2009,RefSeq
acm,Granulicella tundricola,2011,RefSeq
gma,Granulicella mallensis,2012,RefSeq
tsa,Terriglobus saanensis,2011,RefSeq
trs,Terriglobus roseus,2012,RefSeq
sus,Candidatus Solibacter usitatus,2006,RefSeq
ctm,Chloracidobacterium thermophilum,2011,RefSeq
fsu,Fibrobacter succinogenes,2009,RefSeq
fsc,Fibrobacter succinogenes,2012,RefSeq
emi,Elusimicrobium minutum,2008,RefSeq
epo,Endomicrobium proavitum,2015,GenBank
rsd,Uncultured Termite group 1 bacterium phylotype Rs-D17,2008,RefSeq
,fnu,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,2002
fnc,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,2013,RefSeq
fnt,Fusobacterium nucleatum subsp. vincentii 3_1_27,2015,GenBank
fus,Fusobacterium nucleatum subsp. animalis 4_8,2013,RefSeq
fne,Fusobacterium nucleatum subsp. animalis 7_1,2015,GenBank
ipo,Ilyobacter polytropus,2010,RefSeq
lba,Leptotrichia buccalis,2009,RefSeq
str,Sebaldella termitidis,2009,RefSeq
smf,Streptobacillus moniliformis,2009,RefSeq
sns,Sneathia sp. Sn35,2015,GenBank
gau,Gemmatimonas aurantiaca,2009,RefSeq
gba,Gemmatimonadetes bacterium KBS708,2014,GenBank
tai,Thermanaerovibrio acidaminovorans,2009,RefSeq
aco,Aminobacterium colombiense,2010,RefSeq
tli,Thermovirga lienii,2011,RefSeq
amo,Anaerobaculum mobile,2012,RefSeq
sbr,Fretibacterium fastidiosum,2013,GenBank
rba,Rhodopirellula baltica,2003,RefSeq
psl,Pirellula staleyi,2010,RefSeq
plm,Planctopirus limnophilus,2010,RefSeq
pbs,Rubinisphaera brasiliensis,2011,RefSeq
ipa,Isosphaera pallida,2011,RefSeq
saci,Singulisphaera acidiphila,2012,RefSeq
phm,Phycisphaera mikurensis,2012,RefSeq
syn,Synechocystis sp. PCC 6803,1996,RefSeq
syz,Synechocystis sp. PCC 6803,2013,RefSeq
syy,Synechocystis sp. PCC 6803 GT-S,2012,RefSeq
syt,Synechocystis sp. PCC 6803 GT-I,2012,RefSeq
sys,Synechocystis sp. PCC 6803 PCC-N,2012,RefSeq
syq,Synechocystis sp. PCC 6803 PCC-P,2012,RefSeq
syj,Synechocystis sp. PCC 6714,2014,GenBank
syw,Synechococcus sp. WH8102,2003,RefSeq
syc,Synechococcus elongatus PCC6301,2004,RefSeq
syf,Synechococcus elongatus PCC7942,2005,RefSeq
syd,Synechococcus sp. CC9605,2005,RefSeq
sye,Synechococcus sp. CC9902,2005,RefSeq
syg,Synechococcus sp. CC9311,2006,RefSeq
syr,Synechococcus sp. RCC307,2007,RefSeq
syx,Synechococcus sp. WH7803,2007,RefSeq
syp,Synechococcus sp. PCC7002,2008,RefSeq
cya,Synechococcus sp. JA-3-3Ab,2006,RefSeq
cyb,Synechococcus sp. JA-2-3B'a(2-13),2006,RefSeq
syne,Synechococcus sp. PCC 6312,2012,RefSeq
synp,Synechococcus sp. PCC 7502,2012,RefSeq
synk,Synechococcus sp. KORDI-100,2014,GenBank
synr,Synechococcus sp. KORDI-49,2014,GenBank
synd,Synechococcus sp. KORDI-52,2014,GenBank
syu,Synechococcus sp. UTEX 2973,2015,GenBank
syh,Synechococcus sp. WH 8109,2015,GenBank
tel,Thermosynechococcus elongatus,2002,RefSeq
thn,Thermosynechococcus sp. NK55,2014,RefSeq
mar,Microcystis aeruginosa,2008,RefSeq
cyt,Cyanothece sp. ATCC 51142,2008,RefSeq
cyp,Cyanothece sp. PCC 8801,2008,RefSeq
cyc,Cyanothece sp. PCC 7424,2008,RefSeq
cyn,Cyanothece sp. PCC 7425,2009,RefSeq
cyh,Cyanothece sp. PCC 8802,2009,RefSeq
cyj,Cyanothece sp. PCC 7822,2010,RefSeq
amr,Acaryochloris marina,2007,RefSeq
cgc,Cyanobium gracile,2012,RefSeq
can,Cyanobacterium aponinum,2012,RefSeq
csn,Cyanobacterium stanieri,2012,RefSeq
dsl,Dactylococcopsis salina,2012,RefSeq
hao,Halothece sp. PCC 7418,2012,RefSeq
glp,Gloeocapsa sp. PCC 7428,2013,RefSeq
cmp,Chamaesiphon minutus,2013,RefSeq
cyu,Cyanobacterium UCYN-A,2010,RefSeq
ter,Trichodesmium erythraeum,2006,RefSeq
lep,Leptolyngbya sp. PCC 7376,2012,RefSeq
gei,Geitlerinema sp. PCC 7407,2012,RefSeq
oac,Oscillatoria acuminata,2012,RefSeq
oni,Oscillatoria nigro-viridis,2012,RefSeq
pseu,Pseudanabaena sp. PCC 7367,2012,RefSeq
cep,Crinalium epipsammum,2012,RefSeq
mic,Microcoleus sp. PCC 7113,2012,RefSeq
arp,Arthrospira platensis,2013,RefSeq
gvi,Gloeobacter violaceus,2003,RefSeq
glj,Gloeobacter kilaueensis,2013,RefSeq
ana,Nostoc sp. PCC 7120,2001,RefSeq
npu,Nostoc punctiforme,2008,RefSeq
nos,Nostoc sp. PCC 7107,2012,RefSeq
nop,Nostoc sp. PCC 7524,2012,RefSeq
ava,Anabaena variabilis,2005,RefSeq
anb,Anabaena sp. 90,2012,RefSeq
acy,Anabaena cylindrica,2013,RefSeq
naz,Anabaena azollae 0708,2010,RefSeq
csg,Cylindrospermum stagnale,2013,RefSeq
calo,Calothrix sp. PCC 7507,2012,RefSeq
calt,Calothrix sp. PCC 6303,2012,RefSeq
calh,Calothrix sp. 336/3,2015,GenBank
riv,Rivularia sp. PCC 7116,2012,RefSeq
pma,Prochlorococcus marinus SS120,2003,RefSeq
pmm,Prochlorococcus marinus MED4,2003,RefSeq
pmt,Prochlorococcus marinus MIT 9313,2003,RefSeq
pmn,Prochlorococcus marinus NATL2A,2005,RefSeq
pmi,Prochlorococcus marinus MIT9312,2005,RefSeq
pmb,Prochlorococcus marinus AS9601,2007,RefSeq
pmc,Prochlorococcus marinus MIT 9515,2007,RefSeq
pmf,Prochlorococcus marinus MIT 9303,2007,RefSeq
pmg,Prochlorococcus marinus MIT 9301,2007,RefSeq
pmh,Prochlorococcus marinus MIT 9215,2007,RefSeq
pmj,Prochlorococcus marinus MIT 9211,2007,RefSeq
pme,Prochlorococcus marinus NATL1A,2007,RefSeq
prc,Prochlorococcus sp. MIT 0604,2014,GenBank
prm,Prochlorococcus sp. MIT 0801,2014,GenBank
cthe,Chroococcidiopsis thermalis,2012,RefSeq
plp,Pleurocapsa sp. PCC 7327,2012,RefSeq
scs,Stanieria cyanosphaera,2013,RefSeq
ceo,Cyanobacterium endosymbiont of Epithemia turgida,2015,GenBank
bth,Bacteroides thetaiotaomicron,2003,RefSeq
bfr,Bacteroides fragilis YCH46,2004,RefSeq
bfs,Bacteroides fragilis NCTC9343,2005,RefSeq
bfg,Bacteroides fragilis 638R,2012,RefSeq
bfb,Bacteroides fragilis BOB25,2015,GenBank
bvu,Bacteroides vulgatus,2007,RefSeq
bhl,Bacteroides helcogenes,2011,RefSeq
bsa,Bacteroides salanitronis,2011,RefSeq
bxy,Bacteroides xylanisolvens,2013,RefSeq
bdo,Bacteroides dorei HS1_L_1_B_010,2014,GenBank
bdh,Bacteroides dorei HS1_L_3_B_079,2014,GenBank
bacc,Bacteroides sp. CF50,2013,RefSeq
pgi,Porphyromonas gingivalis W83,2003,RefSeq
pgn,Porphyromonas gingivalis ATCC 33277,2008,RefSeq
pgt,Porphyromonas gingivalis TDC60,2011,RefSeq
pah,Porphyromonas asaccharolytica,2011,RefSeq
pdi,Parabacteroides distasonis,2007,RefSeq
ppn,Paludibacter propionicigenes,2010,RefSeq
osp,Odoribacter splanchnicus,2011,RefSeq
tfo,Tannerella forsythia,2012,RefSeq
bvs,Barnesiella viscericola,2014,GenBank
pbt,Porphyromonadaceae bacterium,2015,GenBank
aps,Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus),2008,RefSeq
pru,Prevotella ruminicola,2010,RefSeq
pmz,Prevotella melaninogenica,2010,RefSeq
pdn,Prevotella denticola,2011,RefSeq
pit,Prevotella intermedia,2012,RefSeq
pdt,Prevotella dentalis,2013,RefSeq
pro,Prevotella sp. oral taxon 299,2013,RefSeq
afd,Alistipes finegoldii,2012,RefSeq
ash,Alistipes shahii,2013,RefSeq
rbc,Mucinivorans hirudinis,2014,GenBank
doi,Draconibacterium orientale,2014,GenBank
sru,Salinibacter ruber DSM 13855,2005,RefSeq
srm,Salinibacter ruber M8,2010,RefSeq
rmr,Rhodothermus marinus DSM 4252,2009,RefSeq
rmg,Rhodothermus marinus SG0.5JP17-172,2011,RefSeq
cpi,Chitinophaga pinensis,2009,RefSeq
nko,Niastella koreensis,2012,RefSeq
nso,Niabella soli,2015,GenBank
phe,Pedobacter heparinus,2009,RefSeq
psn,Pseudopedobacter saltans,2011,RefSeq
shg,Sphingobacterium sp. 21,2011,RefSeq
sht,Sphingobacterium sp. ML3W,2014,GenBank
scn,Solitalea canadensis,2012,RefSeq
hhy,Haliscomenobacter hydrossis,2011,RefSeq
sgn,Saprospira grandis,2012,RefSeq
cmr,Cyclobacterium marinum,2011,RefSeq
camu,Cyclobacterium amurskyense,2015,GenBank
bbd,Belliella baltica,2012,RefSeq
evi,Echinicola vietnamensis,2012,RefSeq
chu,Cytophaga hutchinsonii,2006,RefSeq
dfe,Dyadobacter fermentans,2009,RefSeq
sli,Spirosoma linguale,2010,RefSeq
srd,Spirosoma radiotolerans,2015,GenBank
lby,Leadbetterella byssophila,2010,RefSeq
rsi,Runella slithyformis,2011,RefSeq
fli,Flexibacter litoralis,2012,RefSeq
eol,Emticicia oligotrophica,2012,RefSeq
fae,Fibrella aestuarina,2013,RefSeq
hsw,Hymenobacter swuensis,2014,GenBank
hym,Hymenobacter sp. APR13,2014,GenBank
hyd,Hymenobacter sp. DG25B,2014,GenBank
pko,Pontibacter korlensis,2015,GenBank
ruf,Rufibacter sp. DG31D,2015,GenBank
mtt,Marivirga tractuosa,2010,RefSeq
aas,Candidatus Amoebophilus asiaticus,2008,RefSeq
che,Cardinium endosymbiont cEper1 (Encarsia pergandiella),2012,RefSeq
gfo,Gramella forsetii,2006,RefSeq
fjo,Flavobacterium johnsoniae,2007,RefSeq
fps,Flavobacterium psychrophilum JIP02/86,2007,RefSeq
fpc,Flavobacterium psychrophilum CSF259-93,2014,GenBank
fpy,Flavobacterium psychrophilum FPG101,2014,GenBank
fpo,Flavobacterium psychrophilum FPG3,2014,GenBank
fpq,Flavobacterium psychrophilum 950106-1/1,2014,GenBank
fpv,Flavobacterium psychrophilum V3-5,2015,GenBank
fpw,Flavobacterium psychrophilum V4-24,2015,GenBank
fpk,Flavobacterium psychrophilum v4-33,2015,GenBank
fbr,Flavobacterium branchiophilum,2011,RefSeq
fco,Flavobacterium columnare,2012,RefSeq
fin,Flavobacterium indicum,2012,RefSeq
coc,Capnocytophaga ochracea,2009,RefSeq
ccm,Capnocytophaga canimorsus,2011,RefSeq
rbi,Robiginitalea biformata,2009,RefSeq
zpr,Zunongwangia profunda,2010,RefSeq
cat,Croceibacter atlanticus,2010,RefSeq
ran,Riemerella anatipestifer ATCC 11845 = DSM 15868,2010,RefSeq
rai,Riemerella anatipestifer ATCC 11845 = DSM 15868,2012,RefSeq
rar,Riemerella anatipestifer RA-GD,2012,RefSeq
rag,Riemerella anatipestifer RA-CH-1,2012,RefSeq
rae,Riemerella anatipestifer RA-CH-2,2013,RefSeq
rat,Riemerella anatipestifer CH3,2014,GenBank
fbc,Maribacter sp. HTCC2170,2010,RefSeq
cao,Cellulophaga algicola,2011,RefSeq
cly,Cellulophaga lytica DSM 7489,2011,RefSeq
clh,Cellulophaga lytica HI1,2014,GenBank
cbal,Cellulophaga baltica NN016038,2015,GenBank
cbat,Cellulophaga baltica 18,2015,GenBank
wvi,Weeksella virosa,2011,RefSeq
kdi,Dokdonia sp. 4H-3-7-5,2011,RefSeq
dok,Dokdonia sp. MED134,2014,GenBank
lan,Lacinutrix sp. 5H-3-7-4,2011,RefSeq
zga,Zobellia galactanivorans,2011,RefSeq
mrs,Muricauda ruestringensis,2011,RefSeq
mlt,Muricauda lutaonensis,2015,GenBank
asl,Aequorivita sublithincola,2012,RefSeq
orh,Ornithobacterium rhinotracheale DSM 15997,2012,RefSeq
ori,Ornithobacterium rhinotracheale ORT-UMN 88,2014,GenBank
ptq,Psychroflexus torquis,2012,RefSeq
ndo,Nonlabens dokdonensis,2013,RefSeq
pom,Polaribacter sp. MED152,2013,RefSeq
eao,Elizabethkingia anophelis,2014,GenBank
elb,Elizabethkingia sp. BM10,2015,GenBank
emn,Elizabethkingia meningoseptica,2015,GenBank
myr,Myroides sp. A21,2015,GenBank
mpw,Myroides profundi,2015,GenBank
chz,Chryseobacterium sp. StRB126,2015,GenBank
cgn,Chryseobacterium gallinarum,2015,GenBank
win,Winogradskyella sp. PG-2,2015,GenBank
sze,Siansivirga zeaxanthinifaciens,2015,GenBank
fba,Flavobacteriaceae bacterium,2009,RefSeq
smg,Candidatus Sulcia muelleri GWSS,2007,RefSeq
sms,Candidatus Sulcia muelleri SMDSEM,2009,RefSeq
smh,Candidatus Sulcia muelleri DMIN,2010,RefSeq
sum,Candidatus Sulcia muelleri CARI,2010,RefSeq
smv,Candidatus Sulcia muelleri Sulcia-ALF,2013,RefSeq
smub,Candidatus Sulcia muelleri BGSS,2014,GenBank
smum,Candidatus Sulcia muelleri ML,2015,GenBank
smue,Candidatus Sulcia muelleri TETUND,2015,GenBank
smup,Candidatus Sulcia muelleri PSPU,2015,GenBank
bbl,Blattabacterium Bge (Blattella germanica),2009,RefSeq
bpi,Blattabacterium BPLAN (Periplaneta americana),2009,RefSeq
bmm,Blattabacterium MADAR (Mastotermes darwiniensis),2011,RefSeq
bcp,Blattabacterium Cpu (Cryptocercus punctulatus),2012,RefSeq
bbg,Blattabacterium BGIGA (Blaberus giganteus),2012,RefSeq
bbq,Blattabacterium sp. (Blatta orientalis),2013,RefSeq
blp,Blattabacterium sp. (Panesthia angustipennis spadica),2013,RefSeq
blu,Blattabacterium sp. (Nauphoeta cinerea),2013,RefSeq
fte,Fluviicola taffensis,2011,RefSeq
oho,Owenweeksia hongkongensis,2012,RefSeq
udi,Candidatus Uzinura diaspidicola,2013,RefSeq
elv,Endosymbiont of Llaveia axin axin,2014,GenBank
cte,Chlorobium tepidum,2002,RefSeq
cpc,Chlorobaculum parvum,2008,RefSeq
cch,Chlorobium chlorochromatii,2005,RefSeq
cph,Chlorobium phaeobacteroides DSM 266,2006,RefSeq
cpb,Chlorobium phaeobacteroides BS1,2008,RefSeq
cli,Chlorobium limicola,2008,RefSeq
pvi,Chlorobium phaeovibrioides,2007,RefSeq
plt,Pelodictyon luteolum,2005,RefSeq
pph,Pelodictyon phaeoclathratiforme,2008,RefSeq
paa,Prosthecochloris aestuarii,2008,RefSeq
cts,Chloroherpeton thalassium,2008,RefSeq
ial,Ignavibacterium album,2012,RefSeq
mro,Melioribacter roseus,2012,RefSeq
det,Dehalococcoides mccartyi 195,2005,RefSeq
deh,Dehalococcoides mccartyi CBDB1,2005,RefSeq
deb,Dehalococcoides mccartyi BAV1,2007,RefSeq
dev,Dehalococcoides mccartyi VS,2009,RefSeq
deg,Dehalococcoides mccartyi GT,2010,RefSeq
dmc,Dehalococcoides mccartyi BTF08,2013,RefSeq
dmd,Dehalococcoides mccartyi DCMB5,2013,RefSeq
dmg,Dehalococcoides mccartyi GY50,2013,RefSeq
dmx,Dehalococcoides mccartyi CG1,2015,GenBank
dmy,Dehalococcoides mccartyi CG4,2015,GenBank
dmz,Dehalococcoides mccartyi CG5,2015,GenBank
duc,Dehalococcoides sp. UCH007,2015,GenBank
dly,Dehalogenimonas lykanthroporepellens,2010,RefSeq
dew,Dehalogenimonas sp. WBC-2,2015,GenBank
rrs,Roseiflexus sp. RS-1,2007,RefSeq
rca,Roseiflexus castenholzii,2007,RefSeq
cau,Chloroflexus aurantiacus,2007,RefSeq
cag,Chloroflexus aggregans,2009,RefSeq
chl,Chloroflexus sp. Y-400-fl,2009,RefSeq
hau,Herpetosiphon aurantiacus,2007,RefSeq
tro,Thermomicrobium roseum,2009,RefSeq
